lema,zipf,rareza,categoria_provisional,silabas,acentuacion
establishment,3.01,epica,,4,aguda
eurozona,3.01,epica,,4,llana
extraviado,3.01,epica,,4,llana
fiscalizar,3.01,epica,verbo,4,aguda
granate,3.01,epica,,3,llana
grial,3.01,epica,,1,aguda
hampa,3.01,epica,,2,llana
hemoglobina,3.01,epica,,5,llana
impar,3.01,epica,verbo,2,aguda
inflexible,3.01,epica,,4,llana
injustificado,3.01,epica,,6,llana
inmunológico,3.01,epica,,6,esdrujula
intransigente,3.01,epica,,5,llana
intrínseco,3.01,epica,,4,esdrujula
maleducado,3.01,epica,,5,llana
maraña,3.01,epica,,3,llana
masón,3.01,epica,,2,aguda
merca,3.01,epica,,2,llana
merlín,3.01,epica,,2,aguda
milena,3.01,epica,,3,llana
morboso,3.01,epica,,3,llana
morcilla,3.01,epica,,3,llana
murmullo,3.01,epica,,3,llana
musculatura,3.01,epica,,5,llana
musgo,3.01,epica,,2,llana
negociable,3.01,epica,,4,llana
neonazi,3.01,epica,,4,llana
nigeriano,3.01,epica,,4,llana
nogal,3.01,epica,,2,aguda
obstaculizar,3.01,epica,verbo,5,aguda
ogro,3.01,epica,,2,llana
paúl,3.01,epica,,2,aguda
peregrinaje,3.01,epica,,5,llana
portabilidad,3.01,epica,,5,aguda
posibilitar,3.01,epica,verbo,5,aguda
protestantismo,3.01,epica,,5,llana
publicitar,3.01,epica,verbo,4,aguda
reaparición,3.01,epica,,5,aguda
reclame,3.01,epica,,3,llana
reestructurar,3.01,epica,verbo,5,aguda
refinamiento,3.01,epica,,5,llana
repostería,3.01,epica,,5,llana
reseñar,3.01,epica,verbo,3,aguda
risco,3.01,epica,,2,llana
rondón,3.01,epica,,2,aguda
sel,3.01,epica,,1,aguda
separatismo,3.01,epica,,5,llana
setecientos,3.01,epica,,4,llana
silvana,3.01,epica,,3,llana
sinsentido,3.01,epica,,4,llana
sobresalir,3.01,epica,verbo,4,aguda
subcampeón,3.01,epica,,4,aguda
suspense,3.01,epica,,3,llana
taquicardia,3.01,epica,,4,llana
trenza,3.01,epica,,2,llana
tun,3.01,epica,,1,aguda
varonil,3.01,epica,,3,aguda
vasija,3.01,epica,,3,llana
veintiséis,3.01,epica,,3,aguda
verja,3.01,epica,,2,llana
vikingo,3.01,epica,,3,llana
yihadista,3.01,epica,,4,llana
zafar,3.01,epica,verbo,2,aguda
acetato,3.0,epica,,4,llana
afgano,3.0,epica,,3,llana
alero,3.0,epica,,3,llana
alga,3.0,epica,,2,llana
androide,3.0,epica,,3,llana
angosto,3.0,epica,,3,llana
arquidiócesis,3.0,epica,,5,esdrujula
arrabal,3.0,epica,,3,aguda
arruga,3.0,epica,,3,llana
atenuar,3.0,epica,verbo,3,aguda
autogestión,3.0,epica,,4,aguda
azulado,3.0,epica,,4,llana
banqueta,3.0,epica,,3,llana
barragán,3.0,epica,,3,aguda
bona,3.0,epica,,2,llana
bucear,3.0,epica,verbo,3,aguda
bulldog,3.0,epica,,2,aguda
bum,3.0,epica,,1,aguda
calcetín,3.0,epica,,3,aguda
calero,3.0,epica,,3,llana
camaradería,3.0,epica,,6,llana
canino,3.0,epica,,3,llana
chale,3.0,epica,,2,llana
chamorro,3.0,epica,,3,llana
chollo,3.0,epica,,2,llana
coartada,3.0,epica,,4,llana
coautor,3.0,epica,,3,aguda
cobo,3.0,epica,,2,llana
codificar,3.0,epica,verbo,4,aguda
comarcal,3.0,epica,,3,aguda
confeso,3.0,epica,,3,llana
confesor,3.0,epica,,3,aguda
consolador,3.0,epica,,4,aguda
contratante,3.0,epica,,4,llana
convertible,3.0,epica,,4,llana
corno,3.0,epica,,2,llana
corzo,3.0,epica,,2,llana
criminalizar,3.0,epica,verbo,5,aguda
cualificación,3.0,epica,,5,aguda
cuneta,3.0,epica,,3,llana
deportar,3.0,epica,verbo,3,aguda
destilación,3.0,epica,,4,aguda
diadema,3.0,epica,,3,llana
dominico,3.0,epica,,4,llana
dócil,3.0,epica,,2,llana
embarcadero,3.0,epica,,5,llana
empobrecimiento,3.0,epica,,6,llana
enderezar,3.0,epica,verbo,4,aguda
enigmático,3.0,epica,,5,esdrujula
equipar,3.0,epica,verbo,3,aguda
esfinge,3.0,epica,,3,llana
espantar,3.0,epica,verbo,3,aguda
espiga,3.0,epica,,3,llana
estepa,3.0,epica,,3,llana
excavar,3.0,epica,verbo,3,aguda
farsante,3.0,epica,,3,llana
fiero,3.0,epica,,2,llana
flete,3.0,epica,,2,llana
fortuito,3.0,epica,,3,llana
galáctico,3.0,epica,,4,esdrujula
germánico,3.0,epica,,4,esdrujula
gimnasta,3.0,epica,,3,llana
hilarante,3.0,epica,,4,llana
homenajear,3.0,epica,verbo,5,aguda
hule,3.0,epica,,2,llana
ilustrativo,3.0,epica,,5,llana
incoherencia,3.0,epica,,5,llana
indagación,3.0,epica,,4,aguda
indagatoria,3.0,epica,,5,llana
indemnizar,3.0,epica,verbo,4,aguda
indomable,3.0,epica,,4,llana
inestimable,3.0,epica,,5,llana
infelicidad,3.0,epica,,5,aguda
injerto,3.0,epica,,3,llana
inmundo,3.0,epica,,3,llana
instruir,3.0,epica,verbo,2,aguda
irreverente,3.0,epica,,5,llana
israelita,3.0,epica,,5,llana
jugabilidad,3.0,epica,,5,aguda
kappa,3.0,epica,,2,llana
mach,3.0,epica,,1,aguda
madrugar,3.0,epica,verbo,3,aguda
mayoral,3.0,epica,,3,aguda
medallón,3.0,epica,,3,aguda
minúsculo,3.0,epica,,4,esdrujula
misiva,3.0,epica,,3,llana
montano,3.0,epica,,3,llana
mordisco,3.0,epica,,3,llana
muni,3.0,epica,,2,llana
ninfa,3.0,epica,,2,llana
noguera,3.0,epica,,3,llana
ocupante,3.0,epica,,4,llana
panacea,3.0,epica,,4,llana
parental,3.0,epica,,3,aguda
pasantía,3.0,epica,,4,llana
pechuga,3.0,epica,,3,llana
pensante,3.0,epica,,3,llana
piscis,3.0,epica,,2,llana
planicie,3.0,epica,,3,llana
pontificado,3.0,epica,,5,llana
pornográfico,3.0,epica,,5,esdrujula
pregón,3.0,epica,,2,aguda
prevaricación,3.0,epica,,5,aguda
primaveral,3.0,epica,,4,aguda
procrear,3.0,epica,verbo,3,aguda
quijada,3.0,epica,,3,llana
radicalización,3.0,epica,,6,aguda
recaída,3.0,epica,,4,llana
reedición,3.0,epica,,4,aguda
remolino,3.0,epica,,4,llana
rendón,3.0,epica,,2,aguda
repulsión,3.0,epica,,3,aguda
restituir,3.0,epica,verbo,3,aguda
retardo,3.0,epica,,3,llana
reventa,3.0,epica,,3,llana
rompimiento,3.0,epica,,4,llana
saciar,3.0,epica,verbo,2,aguda
silo,3.0,epica,,2,llana
suboficial,3.0,epica,,4,aguda
síndico,3.0,epica,,3,esdrujula
súplica,3.0,epica,,3,esdrujula
tetona,3.0,epica,,3,llana
transcurrir,3.0,epica,verbo,3,aguda
travesura,3.0,epica,,4,llana
usurpador,3.0,epica,,4,aguda
valorización,3.0,epica,,5,aguda
vestigio,3.0,epica,,3,llana
ño,3.0,epica,,1,aguda
absorbente,2.99,epica,,4,llana
afinar,2.99,epica,verbo,3,aguda
agravar,2.99,epica,verbo,3,aguda
airbag,2.99,epica,,2,aguda
antagonista,2.99,epica,,5,llana
antártico,2.99,epica,,4,esdrujula
aplacar,2.99,epica,verbo,3,aguda
apostolado,2.99,epica,,5,llana
arcadia,2.99,epica,,3,llana
arribar,2.99,epica,verbo,3,aguda
atenea,2.99,epica,,4,llana
austero,2.99,epica,,3,llana
autoconsumo,2.99,epica,,5,llana
autóctono,2.99,epica,,4,esdrujula
azafata,2.99,epica,,4,llana
baboso,2.99,epica,,3,llana
barraca,2.99,epica,,3,llana
bisturí,2.99,epica,,3,aguda
boquilla,2.99,epica,,3,llana
bruma,2.99,epica,,2,llana
cabalgata,2.99,epica,,4,llana
calmante,2.99,epica,,3,llana
camaleón,2.99,epica,,4,aguda
camarote,2.99,epica,,4,llana
canelo,2.99,epica,,3,llana
carmesí,2.99,epica,,3,aguda
cauteloso,2.99,epica,,4,llana
cazo,2.99,epica,,2,llana
cent,2.99,epica,,1,aguda
charro,2.99,epica,,2,llana
chingón,2.99,epica,,2,aguda
cohecho,2.99,epica,,3,llana
colt,2.99,epica,,1,aguda
conciso,2.99,epica,,3,llana
conductual,2.99,epica,,3,aguda
consonante,2.99,epica,,4,llana
deseoso,2.99,epica,,4,llana
desertor,2.99,epica,,3,aguda
detonar,2.99,epica,verbo,3,aguda
discografía,2.99,epica,,5,llana
diálisis,2.99,epica,,3,esdrujula
drago,2.99,epica,,2,llana
dígito,2.99,epica,,3,esdrujula
engendro,2.99,epica,,3,llana
ensamblaje,2.99,epica,,4,llana
envenenar,2.99,epica,verbo,4,aguda
envidiar,2.99,epica,verbo,3,aguda
envidioso,2.99,epica,,4,llana
escanear,2.99,epica,verbo,4,aguda
escusa,2.99,epica,,3,llana
esquiar,2.99,epica,verbo,2,aguda
evocar,2.99,epica,verbo,3,aguda
exclamación,2.99,epica,,4,aguda
facultativo,2.99,epica,,5,llana
firmamento,2.99,epica,,4,llana
fregar,2.99,epica,verbo,2,aguda
fémur,2.99,epica,,2,llana
gangrena,2.99,epica,,3,llana
granadina,2.99,epica,,4,llana
géminis,2.99,epica,,3,esdrujula
inactiva,2.99,epica,,4,llana
incurable,2.99,epica,,4,llana
inda,2.99,epica,,2,llana
insensato,2.99,epica,,4,llana
islamista,2.99,epica,,4,llana
lay,2.99,epica,,1,aguda
llaga,2.99,epica,,2,llana
lía,2.99,epica,,2,llana
mapache,2.99,epica,,3,llana
menosprecio,2.99,epica,,4,llana
metodista,2.99,epica,,4,llana
mientra,2.99,epica,,2,llana
miopía,2.99,epica,,3,llana
motora,2.99,epica,,3,llana
mui,2.99,epica,,1,aguda
necedad,2.99,epica,,3,aguda
necrópolis,2.99,epica,,4,esdrujula
nerón,2.99,epica,,2,aguda
normatividad,2.99,epica,,5,aguda
objetar,2.99,epica,verbo,3,aguda
obstinado,2.99,epica,,4,llana
oleoducto,2.99,epica,,5,llana
oponer,2.99,epica,verbo,3,aguda
pasadizo,2.99,epica,,4,llana
pelirrojo,2.99,epica,,4,llana
penumbra,2.99,epica,,3,llana
peri,2.99,epica,,2,llana
personalizar,2.99,epica,verbo,5,aguda
pincho,2.99,epica,,2,llana
polución,2.99,epica,,3,aguda
pompa,2.99,epica,,2,llana
predial,2.99,epica,,2,aguda
preñada,2.99,epica,,3,llana
progre,2.99,epica,,2,llana
pícaro,2.99,epica,,3,esdrujula
póquer,2.99,epica,verbo,2,llana
racionalización,2.99,epica,,6,aguda
reacio,2.99,epica,,3,llana
redundante,2.99,epica,,4,llana
relajo,2.99,epica,,3,llana
retenida,2.99,epica,,4,llana
saharaui,2.99,epica,,3,llana
sanación,2.99,epica,,3,aguda
sarna,2.99,epica,,2,llana
siena,2.99,epica,,2,llana
sigilo,2.99,epica,,3,llana
silbato,2.99,epica,,3,llana
solapa,2.99,epica,,3,llana
sonata,2.99,epica,,3,llana
sostenimiento,2.99,epica,,5,llana
superiora,2.99,epica,,4,llana
tendón,2.99,epica,,2,aguda
tranca,2.99,epica,,2,llana
trovador,2.99,epica,,3,aguda
verdoso,2.99,epica,,3,llana
vigoroso,2.99,epica,,4,llana
vizcaíno,2.99,epica,,4,llana
voraz,2.99,epica,,2,aguda
vudú,2.99,epica,,2,aguda
álgido,2.99,epica,,3,esdrujula
ávido,2.99,epica,,3,esdrujula
abdicación,2.98,epica,,4,aguda
aeroespacial,2.98,epica,,6,aguda
afamado,2.98,epica,,4,llana
agria,2.98,epica,,2,llana
ahuyentar,2.98,epica,verbo,4,aguda
anclaje,2.98,epica,,3,llana
aprovisionamiento,2.98,epica,,7,llana
archivar,2.98,epica,verbo,3,aguda
argos,2.98,epica,,2,llana
aristócrata,2.98,epica,,5,esdrujula
arrendar,2.98,epica,verbo,3,aguda
axila,2.98,epica,,3,llana
añicos,2.98,epica,,3,llana
banano,2.98,epica,,3,llana
beige,2.98,epica,,2,llana
bey,2.98,epica,,1,aguda
bibliográfico,2.98,epica,,5,esdrujula
bledo,2.98,epica,,2,llana
boina,2.98,epica,,2,llana
bullicio,2.98,epica,,3,llana
cabelludo,2.98,epica,,4,llana
campillo,2.98,epica,,3,llana
cari,2.98,epica,,2,llana
cartoon,2.98,epica,,3,llana
cartílago,2.98,epica,,4,esdrujula
chacra,2.98,epica,,2,llana
circunvalación,2.98,epica,,5,aguda
cirrosis,2.98,epica,,3,llana
clarinete,2.98,epica,,4,llana
coa,2.98,epica,,2,llana
cobalto,2.98,epica,,3,llana
compartimiento,2.98,epica,,5,llana
complacencia,2.98,epica,,4,llana
contiguo,2.98,epica,,3,llana
corpiño,2.98,epica,,3,llana
craneal,2.98,epica,,3,aguda
criadero,2.98,epica,,3,llana
depurar,2.98,epica,verbo,3,aguda
desbloqueo,2.98,epica,,4,llana
descontar,2.98,epica,verbo,3,aguda
deshielo,2.98,epica,,3,llana
diferir,2.98,epica,verbo,3,aguda
disimulo,2.98,epica,,4,llana
distal,2.98,epica,,2,aguda
disyuntiva,2.98,epica,,4,llana
elixir,2.98,epica,,3,aguda
endurecer,2.98,epica,verbo,4,aguda
endurecimiento,2.98,epica,,6,llana
episcopado,2.98,epica,,5,llana
esclarecimiento,2.98,epica,,6,llana
especulativo,2.98,epica,,6,llana
explicativo,2.98,epica,,5,llana
exprimir,2.98,epica,verbo,3,aguda
fecal,2.98,epica,,2,aguda
feminidad,2.98,epica,,4,aguda
fusilar,2.98,epica,verbo,3,aguda
gea,2.98,epica,,2,llana
geométrico,2.98,epica,,5,esdrujula
golondrina,2.98,epica,,4,llana
graso,2.98,epica,,2,llana
hegemónico,2.98,epica,,5,esdrujula
hermético,2.98,epica,,4,esdrujula
hipopótamo,2.98,epica,,5,esdrujula
inconsistente,2.98,epica,,5,llana
incubadora,2.98,epica,,5,llana
infectar,2.98,epica,verbo,3,aguda
inmediatez,2.98,epica,,4,aguda
internamiento,2.98,epica,,5,llana
introductorio,2.98,epica,,5,llana
jeringa,2.98,epica,,3,llana
juerga,2.98,epica,,2,llana
júnior,2.98,epica,,2,llana
liberador,2.98,epica,,4,aguda
llanero,2.98,epica,,3,llana
lle,2.98,epica,,1,aguda
lugano,2.98,epica,,3,llana
maldecir,2.98,epica,verbo,3,aguda
mamut,2.98,epica,,2,aguda
manchego,2.98,epica,,3,llana
manejable,2.98,epica,,4,llana
menester,2.98,epica,verbo,3,aguda
misticismo,2.98,epica,,4,llana
mofa,2.98,epica,,2,llana
murciano,2.98,epica,,3,llana
onza,2.98,epica,,2,llana
orégano,2.98,epica,,4,esdrujula
palabrería,2.98,epica,,5,llana
parral,2.98,epica,,2,aguda
paulista,2.98,epica,,3,llana
peca,2.98,epica,,2,llana
pelusa,2.98,epica,,3,llana
peyorativo,2.98,epica,,5,llana
piadoso,2.98,epica,,3,llana
pollito,2.98,epica,,3,llana
preciada,2.98,epica,,3,llana
presupuestal,2.98,epica,,4,aguda
proeza,2.98,epica,,3,llana
pujante,2.98,epica,,3,llana
punible,2.98,epica,,3,llana
quietud,2.98,epica,,2,aguda
quinteto,2.98,epica,,3,llana
racionalizar,2.98,epica,verbo,5,aguda
recompensar,2.98,epica,verbo,4,aguda
recíproco,2.98,epica,,4,esdrujula
rentar,2.98,epica,verbo,2,aguda
repollo,2.98,epica,,3,llana
revitalizar,2.98,epica,verbo,5,aguda
románico,2.98,epica,,4,esdrujula
rugido,2.98,epica,,3,llana
sacristán,2.98,epica,,3,aguda
salma,2.98,epica,,2,llana
saltamontes,2.98,epica,,4,llana
sato,2.98,epica,,2,llana
seño,2.98,epica,,2,llana
sigma,2.98,epica,,2,llana
sistémico,2.98,epica,,4,esdrujula
socialdemocracia,2.98,epica,,6,llana
sordera,2.98,epica,,3,llana
sultana,2.98,epica,,3,llana
séneca,2.98,epica,,3,esdrujula
símil,2.98,epica,,2,llana
tarzán,2.98,epica,,2,aguda
tándem,2.98,epica,,2,llana
ultrasonido,2.98,epica,,5,llana
undécima,2.98,epica,,4,esdrujula
vacunar,2.98,epica,verbo,3,aguda
ventral,2.98,epica,,2,aguda
volcánico,2.98,epica,,4,esdrujula
abrupto,2.97,epica,,3,llana
acontecer,2.97,epica,verbo,4,aguda
agrio,2.97,epica,,2,llana
alfiler,2.97,epica,verbo,3,aguda
anagrama,2.97,epica,,4,llana
antagonismo,2.97,epica,,5,llana
apreciable,2.97,epica,,4,llana
ardid,2.97,epica,,2,aguda
asaltante,2.97,epica,,4,llana
auditivo,2.97,epica,,4,llana
autosuficiencia,2.97,epica,,6,llana
baca,2.97,epica,,2,llana
bao,2.97,epica,,2,llana
batata,2.97,epica,,3,llana
bañador,2.97,epica,,3,aguda
biliar,2.97,epica,verbo,2,aguda
bovino,2.97,epica,,3,llana
bretón,2.97,epica,,2,aguda
brillantez,2.97,epica,,3,aguda
calzón,2.97,epica,,2,aguda
cantábrico,2.97,epica,,4,esdrujula
caoba,2.97,epica,,3,llana
carátula,2.97,epica,,4,esdrujula
chacal,2.97,epica,,2,aguda
cirílico,2.97,epica,,4,esdrujula
clientelismo,2.97,epica,,4,llana
colonizar,2.97,epica,verbo,4,aguda
conciliador,2.97,epica,,4,aguda
condimento,2.97,epica,,4,llana
copete,2.97,epica,,3,llana
coronar,2.97,epica,verbo,3,aguda
curazao,2.97,epica,,4,llana
cutis,2.97,epica,,2,llana
córnea,2.97,epica,,3,esdrujula
daca,2.97,epica,,2,llana
declinar,2.97,epica,verbo,3,aguda
desestabilización,2.97,epica,,7,aguda
desgarrador,2.97,epica,,4,aguda
desinteresado,2.97,epica,,6,llana
desliz,2.97,epica,,2,aguda
desmedido,2.97,epica,,4,llana
desvelar,2.97,epica,verbo,3,aguda
dispersar,2.97,epica,verbo,3,aguda
ecuestre,2.97,epica,,3,llana
empírico,2.97,epica,,4,esdrujula
encendedor,2.97,epica,,4,aguda
envolvente,2.97,epica,,4,llana
excremento,2.97,epica,,4,llana
exorcista,2.97,epica,,4,llana
expedir,2.97,epica,verbo,3,aguda
extranjería,2.97,epica,,5,llana
fastidiar,2.97,epica,verbo,3,aguda
fealdad,2.97,epica,,3,aguda
fecundidad,2.97,epica,,4,aguda
fontanero,2.97,epica,,4,llana
fulminante,2.97,epica,,4,llana
gilipollez,2.97,epica,,4,aguda
granadino,2.97,epica,,4,llana
hídrico,2.97,epica,,3,esdrujula
identificable,2.97,epica,,6,llana
igualada,2.97,epica,,4,llana
ileso,2.97,epica,,3,llana
impago,2.97,epica,,3,llana
inhalación,2.97,epica,,4,aguda
insinuación,2.97,epica,,4,aguda
jai,2.97,epica,,1,aguda
kayak,2.97,epica,,2,aguda
lavanda,2.97,epica,,3,llana
limítrofe,2.97,epica,,4,esdrujula
lonja,2.97,epica,,2,llana
manojo,2.97,epica,,3,llana
mapeo,2.97,epica,,3,llana
maxilar,2.97,epica,verbo,3,aguda
mechón,2.97,epica,,2,aguda
metraje,2.97,epica,,3,llana
minimalista,2.97,epica,,5,llana
miocardio,2.97,epica,,3,llana
misógino,2.97,epica,,4,esdrujula
molienda,2.97,epica,,3,llana
mongol,2.97,epica,,2,aguda
multar,2.97,epica,verbo,2,aguda
mundialista,2.97,epica,,4,llana
nitro,2.97,epica,,2,llana
opereta,2.97,epica,,4,llana
oscilación,2.97,epica,,4,aguda
palatino,2.97,epica,,4,llana
palmo,2.97,epica,,2,llana
papelón,2.97,epica,,3,aguda
persistir,2.97,epica,verbo,3,aguda
personalización,2.97,epica,,6,aguda
piropo,2.97,epica,,3,llana
plenipotenciario,2.97,epica,,6,llana
plumaje,2.97,epica,,3,llana
podredumbre,2.97,epica,,4,llana
pretencioso,2.97,epica,,4,llana
propensión,2.97,epica,,3,aguda
psi,2.97,epica,,1,aguda
puf,2.97,epica,,1,aguda
póstumo,2.97,epica,,3,esdrujula
rectorado,2.97,epica,,4,llana
recubrimiento,2.97,epica,,5,llana
regañadientes,2.97,epica,,5,llana
retrovisor,2.97,epica,,4,aguda
rodada,2.97,epica,,3,llana
secador,2.97,epica,,3,aguda
secano,2.97,epica,,3,llana
sectario,2.97,epica,,3,llana
servil,2.97,epica,,2,aguda
simbiosis,2.97,epica,,3,llana
sobremesa,2.97,epica,,4,llana
subjuntivo,2.97,epica,,4,llana
suplementario,2.97,epica,,5,llana
tetuán,2.97,epica,,2,aguda
tiberio,2.97,epica,,3,llana
treintena,2.97,epica,,3,llana
tribuno,2.97,epica,,3,llana
tridente,2.97,epica,,3,llana
urraca,2.97,epica,,3,llana
vibrador,2.97,epica,,3,aguda
zafiro,2.97,epica,,3,llana
zoología,2.97,epica,,5,llana
abreviatura,2.96,epica,,5,llana
aeronáutico,2.96,epica,,6,esdrujula
aglomeración,2.96,epica,,5,aguda
alfarería,2.96,epica,,5,llana
altruismo,2.96,epica,,3,llana
amputación,2.96,epica,,4,aguda
artillero,2.96,epica,,4,llana
aseguramiento,2.96,epica,,6,llana
atasco,2.96,epica,,3,llana
autenticación,2.96,epica,,5,aguda
barandilla,2.96,epica,,4,llana
barcelonés,2.96,epica,,4,aguda
barral,2.96,epica,,2,aguda
boquita,2.96,epica,,3,llana
bronquitis,2.96,epica,,3,llana
burócrata,2.96,epica,,4,esdrujula
báltico,2.96,epica,,3,esdrujula
caló,2.96,epica,,2,aguda
capuchino,2.96,epica,,4,llana
carbonero,2.96,epica,,4,llana
castel,2.96,epica,,2,aguda
catering,2.96,epica,,3,aguda
cepo,2.96,epica,,2,llana
chillar,2.96,epica,verbo,2,aguda
condensador,2.96,epica,,4,aguda
congruente,2.96,epica,,3,llana
contagiar,2.96,epica,verbo,3,aguda
crucifixión,2.96,epica,,4,aguda
cuadrangular,2.96,epica,verbo,4,aguda
cualificada,2.96,epica,,5,llana
céntrico,2.96,epica,,3,esdrujula
declinación,2.96,epica,,4,aguda
descolonización,2.96,epica,,6,aguda
desinfección,2.96,epica,,4,aguda
despoblado,2.96,epica,,4,llana
detonación,2.96,epica,,4,aguda
diligente,2.96,epica,,4,llana
déspota,2.96,epica,,3,esdrujula
electromagnético,2.96,epica,,7,esdrujula
escalofrío,2.96,epica,,5,llana
eternal,2.96,epica,,3,aguda
expropiar,2.96,epica,verbo,3,aguda
fisioterapia,2.96,epica,,5,llana
fundamentar,2.96,epica,verbo,4,aguda
fusionar,2.96,epica,verbo,3,aguda
grilla,2.96,epica,,2,llana
gua,2.96,epica,,1,aguda
guacho,2.96,epica,,2,llana
haras,2.96,epica,,2,llana
histérico,2.96,epica,,4,esdrujula
incautación,2.96,epica,,4,aguda
inclinar,2.96,epica,verbo,3,aguda
inconsciencia,2.96,epica,,4,llana
inflable,2.96,epica,,3,llana
infundir,2.96,epica,verbo,3,aguda
inmaculado,2.96,epica,,5,llana
inmejorable,2.96,epica,,5,llana
insecticida,2.96,epica,,5,llana
integrador,2.96,epica,,4,aguda
invisibilidad,2.96,epica,,6,aguda
islandés,2.96,epica,,3,aguda
jalea,2.96,epica,,3,llana
juliano,2.96,epica,,3,llana
kamikaze,2.96,epica,,4,llana
kelvin,2.96,epica,,2,llana
labranza,2.96,epica,,3,llana
laicismo,2.96,epica,,3,llana
lastra,2.96,epica,,2,llana
lavada,2.96,epica,,3,llana
lechero,2.96,epica,,3,llana
lechuza,2.96,epica,,3,llana
legible,2.96,epica,,3,llana
limitante,2.96,epica,,4,llana
magneto,2.96,epica,,3,llana
malagueño,2.96,epica,,4,llana
mampostería,2.96,epica,,5,llana
matute,2.96,epica,,3,llana
menopausia,2.96,epica,,4,llana
mesón,2.96,epica,,2,aguda
milenario,2.96,epica,,4,llana
mitra,2.96,epica,,2,llana
neurosis,2.96,epica,,3,llana
nodriza,2.96,epica,,3,llana
opa,2.96,epica,,2,llana
patológico,2.96,epica,,5,esdrujula
pegajoso,2.96,epica,,4,llana
percha,2.96,epica,,2,llana
peritaje,2.96,epica,,4,llana
persiana,2.96,epica,,3,llana
peto,2.96,epica,,2,llana
petroquímica,2.96,epica,,5,esdrujula
poblar,2.96,epica,verbo,2,aguda
pocho,2.96,epica,,2,llana
puchero,2.96,epica,,3,llana
quincenal,2.96,epica,,3,aguda
quinientas,2.96,epica,,3,llana
radioterapia,2.96,epica,,5,llana
rapidito,2.96,epica,,4,llana
recaudo,2.96,epica,,3,llana
redondeado,2.96,epica,,5,llana
reflujo,2.96,epica,,3,llana
reincorporación,2.96,epica,,5,aguda
reintegro,2.96,epica,,3,llana
reiterar,2.96,epica,verbo,3,aguda
renegado,2.96,epica,,4,llana
repelente,2.96,epica,,4,llana
replantear,2.96,epica,verbo,4,aguda
reproductivo,2.96,epica,,5,llana
repudiar,2.96,epica,verbo,3,aguda
resplandeciente,2.96,epica,,5,llana
retar,2.96,epica,verbo,2,aguda
rotativo,2.96,epica,,4,llana
sanguinario,2.96,epica,,4,llana
saturnino,2.96,epica,,4,llana
segmentación,2.96,epica,,4,aguda
sombrilla,2.96,epica,,3,llana
subcontinente,2.96,epica,,5,llana
subdivisión,2.96,epica,,4,aguda
subsanar,2.96,epica,verbo,3,aguda
sádico,2.96,epica,,3,esdrujula
súbito,2.96,epica,,3,esdrujula
talibán,2.96,epica,,3,aguda
tamarindo,2.96,epica,,4,llana
termodinámica,2.96,epica,,6,esdrujula
terrorífico,2.96,epica,,5,esdrujula
tesalónica,2.96,epica,,5,esdrujula
tex-mex,2.96,epica,,2,aguda
tita,2.96,epica,,2,llana
tolerable,2.96,epica,,4,llana
tomografía,2.96,epica,,5,llana
traficar,2.96,epica,verbo,3,aguda
tripartito,2.96,epica,,4,llana
trote,2.96,epica,,2,llana
turbulento,2.96,epica,,4,llana
varado,2.96,epica,,3,llana
volteo,2.96,epica,,3,llana
