lema,zipf,rareza,categoria_provisional,silabas,acentuacion
tirada,3.81,rara,,3,llana
uva,3.81,rara,,2,llana
vagina,3.81,rara,,3,llana
viceversa,3.81,rara,,4,llana
aguja,3.8,rara,,3,llana
amistoso,3.8,rara,,4,llana
analista,3.8,rara,,4,llana
anfitrión,3.8,rara,,3,aguda
australiano,3.8,rara,,4,llana
barca,3.8,rara,,2,llana
burbuja,3.8,rara,,3,llana
buscador,3.8,rara,,3,aguda
camilo,3.8,rara,,3,llana
clarín,3.8,rara,,2,aguda
comicios,3.8,rara,,3,llana
competitividad,3.8,rara,,6,aguda
contienda,3.8,rara,,3,llana
cívico,3.8,rara,,3,esdrujula
cólera,3.8,rara,,3,esdrujula
defendido,3.8,rara,,4,llana
enano,3.8,rara,,3,llana
escocia,3.8,rara,,3,llana
fallar,3.8,rara,verbo,2,aguda
fascinante,3.8,rara,,4,llana
filme,3.8,rara,,2,llana
gratitud,3.8,rara,,3,aguda
grey,3.8,rara,,1,aguda
indirecta,3.8,rara,,4,llana
infante,3.8,rara,,3,llana
infarto,3.8,rara,,3,llana
infeliz,3.8,rara,,3,aguda
ladrillo,3.8,rara,,3,llana
lanzada,3.8,rara,,3,llana
legislador,3.8,rara,,4,aguda
limitación,3.8,rara,,4,aguda
living,3.8,rara,,2,aguda
llano,3.8,rara,,2,llana
láser,3.8,rara,verbo,2,llana
magistrado,3.8,rara,,4,llana
maleta,3.8,rara,,3,llana
manuscrito,3.8,rara,,4,llana
mercantil,3.8,rara,,3,aguda
monetario,3.8,rara,,4,llana
mármol,3.8,rara,,2,llana
nadar,3.8,rara,verbo,2,aguda
narco,3.8,rara,,2,llana
nudo,3.8,rara,,2,llana
ofensivo,3.8,rara,,4,llana
ordinario,3.8,rara,,4,llana
otorgar,3.8,rara,verbo,3,aguda
procesado,3.8,rara,,4,llana
procesión,3.8,rara,,3,aguda
proveniente,3.8,rara,,4,llana
pulmón,3.8,rara,,2,aguda
punk,3.8,rara,,1,aguda
racial,3.8,rara,,2,aguda
recomendado,3.8,rara,,5,llana
res,3.8,rara,,1,aguda
revelado,3.8,rara,,4,llana
romeo,3.8,rara,,3,llana
salvado,3.8,rara,,3,llana
seleccionar,3.8,rara,verbo,4,aguda
simbólico,3.8,rara,,4,esdrujula
sorprender,3.8,rara,verbo,3,aguda
stand,3.8,rara,,1,aguda
tito,3.8,rara,,2,llana
tortuga,3.8,rara,,3,llana
trasladar,3.8,rara,verbo,3,aguda
tumor,3.8,rara,,2,aguda
usual,3.8,rara,,2,aguda
valía,3.8,rara,,3,llana
órbita,3.8,rara,,3,esdrujula
acusar,3.79,rara,verbo,3,aguda
aerolínea,3.79,rara,,6,esdrujula
ajustar,3.79,rara,verbo,3,aguda
alterar,3.79,rara,verbo,3,aguda
amén,3.79,rara,,2,aguda
aplauso,3.79,rara,,3,llana
apodo,3.79,rara,,3,llana
armamento,3.79,rara,,4,llana
aroma,3.79,rara,,3,llana
aterrizaje,3.79,rara,,5,llana
burocracia,3.79,rara,,4,llana
cabida,3.79,rara,,3,llana
clasificar,3.79,rara,verbo,4,aguda
coherencia,3.79,rara,,4,llana
colmo,3.79,rara,,2,llana
comunión,3.79,rara,,3,aguda
consolidar,3.79,rara,verbo,4,aguda
césped,3.79,rara,,2,llana
cómico,3.79,rara,,3,esdrujula
dante,3.79,rara,,2,llana
desayunar,3.79,rara,verbo,4,aguda
despedir,3.79,rara,verbo,3,aguda
devolución,3.79,rara,,4,aguda
dilema,3.79,rara,,3,llana
dimisión,3.79,rara,,3,aguda
diócesis,3.79,rara,,3,esdrujula
ea,3.79,rara,,2,llana
equipaje,3.79,rara,,4,llana
estimación,3.79,rara,,4,aguda
expreso,3.79,rara,,3,llana
fanático,3.79,rara,,4,esdrujula
globalización,3.79,rara,,5,aguda
hipoteca,3.79,rara,,4,llana
hostil,3.79,rara,,2,aguda
ideológico,3.79,rara,,6,esdrujula
incumplimiento,3.79,rara,,5,llana
infracción,3.79,rara,,3,aguda
inmobiliaria,3.79,rara,,5,llana
jan,3.79,rara,,1,aguda
letal,3.79,rara,,2,aguda
lámpara,3.79,rara,,3,esdrujula
lío,3.79,rara,,2,llana
marcial,3.79,rara,,2,aguda
martillo,3.79,rara,,3,llana
medición,3.79,rara,,3,aguda
mediático,3.79,rara,,4,esdrujula
mezquita,3.79,rara,,3,llana
muralla,3.79,rara,,3,llana
muscular,3.79,rara,verbo,3,aguda
múltiple,3.79,rara,,3,esdrujula
natación,3.79,rara,,3,aguda
neo,3.79,rara,,2,llana
ninja,3.79,rara,,2,llana
padrino,3.79,rara,,3,llana
peronismo,3.79,rara,,4,llana
pito,3.79,rara,,2,llana
presionar,3.79,rara,verbo,3,aguda
procedencia,3.79,rara,,4,llana
promotor,3.79,rara,,3,aguda
resta,3.79,rara,,2,llana
rocío,3.79,rara,,3,llana
sumando,3.79,rara,,3,llana
tarta,3.79,rara,,2,llana
textil,3.79,rara,,2,aguda
transportar,3.79,rara,verbo,3,aguda
trazado,3.79,rara,,3,llana
triángulo,3.79,rara,,3,esdrujula
abismo,3.78,rara,,3,llana
anular,3.78,rara,verbo,3,aguda
audiovisual,3.78,rara,,4,aguda
bajada,3.78,rara,,3,llana
balanza,3.78,rara,,3,llana
besar,3.78,rara,verbo,2,aguda
box,3.78,rara,,1,aguda
bue,3.78,rara,,1,aguda
car,3.78,rara,verbo,1,aguda
carnet,3.78,rara,,2,aguda
confesar,3.78,rara,verbo,3,aguda
contemplar,3.78,rara,verbo,3,aguda
coral,3.78,rara,,2,aguda
coreano,3.78,rara,,4,llana
costar,3.78,rara,verbo,2,aguda
cuestionar,3.78,rara,verbo,3,aguda
célula,3.78,rara,,3,esdrujula
decano,3.78,rara,,3,llana
directivo,3.78,rara,,4,llana
distribuir,3.78,rara,verbo,3,aguda
dominicano,3.78,rara,,5,llana
empatía,3.78,rara,,4,llana
espuma,3.78,rara,,3,llana
flexible,3.78,rara,,3,llana
gallardo,3.78,rara,,3,llana
gilipollas,3.78,rara,,4,llana
gorra,3.78,rara,,2,llana
ingenio,3.78,rara,,3,llana
java,3.78,rara,,2,llana
luchador,3.78,rara,,3,aguda
lunar,3.78,rara,verbo,2,aguda
machista,3.78,rara,,3,llana
marxista,3.78,rara,,3,llana
melodía,3.78,rara,,4,llana
módulo,3.78,rara,,3,esdrujula
nutrición,3.78,rara,,3,aguda
ocio,3.78,rara,,2,llana
orina,3.78,rara,,3,llana
paraguas,3.78,rara,,3,llana
parrilla,3.78,rara,,3,llana
patrulla,3.78,rara,,3,llana
portátil,3.78,rara,,3,llana
previsión,3.78,rara,,3,aguda
proximidad,3.78,rara,,4,aguda
puntual,3.78,rara,,2,aguda
recesión,3.78,rara,,3,aguda
reproducir,3.78,rara,verbo,4,aguda
residencial,3.78,rara,,4,aguda
retención,3.78,rara,,3,aguda
roque,3.78,rara,,2,llana
sentar,3.78,rara,verbo,2,aguda
sismo,3.78,rara,,2,llana
stock,3.78,rara,,1,aguda
sufragio,3.78,rara,,3,llana
tiburón,3.78,rara,,3,aguda
turista,3.78,rara,,3,llana
vara,3.78,rara,,2,llana
vulgar,3.78,rara,verbo,2,aguda
zapatero,3.78,rara,,4,llana
zoológico,3.78,rara,,5,esdrujula
agrado,3.77,rara,,3,llana
aliviar,3.77,rara,verbo,3,aguda
apocalipsis,3.77,rara,,5,llana
auditoría,3.77,rara,,5,llana
austeridad,3.77,rara,,4,aguda
ballet,3.77,rara,,2,aguda
caca,3.77,rara,,2,llana
cafetería,3.77,rara,,5,llana
camp,3.77,rara,,1,aguda
cante,3.77,rara,,2,llana
característico,3.77,rara,,6,esdrujula
catástrofe,3.77,rara,,4,esdrujula
colgar,3.77,rara,verbo,2,aguda
confrontación,3.77,rara,,4,aguda
cubo,3.77,rara,,2,llana
cómic,3.77,rara,,2,llana
estela,3.77,rara,,3,llana
filo,3.77,rara,,2,llana
fluido,3.77,rara,,2,llana
franklin,3.77,rara,,2,llana
germán,3.77,rara,,2,aguda
imperialismo,3.77,rara,,5,llana
incondicional,3.77,rara,,5,aguda
inversa,3.77,rara,,3,llana
jerez,3.77,rara,,2,aguda
land,3.77,rara,,1,aguda
lineal,3.77,rara,,3,aguda
litro,3.77,rara,,2,llana
machado,3.77,rara,,3,llana
manta,3.77,rara,,2,llana
mediación,3.77,rara,,3,aguda
memorial,3.77,rara,,3,aguda
mosca,3.77,rara,,2,llana
mudo,3.77,rara,,2,llana
mártir,3.77,rara,,2,llana
opresión,3.77,rara,,3,aguda
optar,3.77,rara,verbo,2,aguda
paradero,3.77,rara,,4,llana
patricio,3.77,rara,,3,llana
porta,3.77,rara,,2,llana
prostituta,3.77,rara,,4,llana
protagonismo,3.77,rara,,5,llana
proteína,3.77,rara,,4,llana
quite,3.77,rara,,2,llana
reformar,3.77,rara,verbo,3,aguda
restante,3.77,rara,,3,llana
saqueo,3.77,rara,,3,llana
secta,3.77,rara,,2,llana
single,3.77,rara,,2,llana
sonreír,3.77,rara,,3,aguda
sosa,3.77,rara,,2,llana
suite,3.77,rara,,2,llana
suscripción,3.77,rara,,3,aguda
uy,3.77,rara,,1,aguda
venia,3.77,rara,,2,llana
viable,3.77,rara,,2,llana
violeta,3.77,rara,,3,llana
ídolo,3.77,rara,,3,esdrujula
abdomen,3.76,rara,,3,llana
acelerar,3.76,rara,verbo,4,aguda
agarre,3.76,rara,,3,llana
alteración,3.76,rara,,4,aguda
anotar,3.76,rara,verbo,3,aguda
armadura,3.76,rara,,4,llana
bardo,3.76,rara,,2,llana
borrado,3.76,rara,,3,llana
calmar,3.76,rara,verbo,2,aguda
carrillo,3.76,rara,,3,llana
comunal,3.76,rara,,3,aguda
condicional,3.76,rara,,4,aguda
cordón,3.76,rara,,2,aguda
corteza,3.76,rara,,3,llana
country,3.76,rara,,2,aguda
defensiva,3.76,rara,,4,llana
diferenciar,3.76,rara,verbo,4,aguda
difunto,3.76,rara,,3,llana
dolorosa,3.76,rara,,4,llana
egoísta,3.76,rara,,4,llana
electorado,3.76,rara,,5,llana
elevación,3.76,rara,,4,aguda
encender,3.76,rara,verbo,3,aguda
entierro,3.76,rara,,3,llana
estelar,3.76,rara,verbo,3,aguda
estimular,3.76,rara,verbo,4,aguda
evacuación,3.76,rara,,4,aguda
fierro,3.76,rara,,2,llana
filial,3.76,rara,,2,aguda
generosidad,3.76,rara,,5,aguda
geográfico,3.76,rara,,5,esdrujula
grant,3.76,rara,,1,aguda
hi,3.76,rara,,1,aguda
holandés,3.76,rara,,3,aguda
imaginario,3.76,rara,,5,llana
implantación,3.76,rara,,4,aguda
liquidación,3.76,rara,,4,aguda
manto,3.76,rara,,2,llana
milicia,3.76,rara,,3,llana
octava,3.76,rara,,3,llana
odiar,3.76,rara,verbo,2,aguda
paralela,3.76,rara,,4,llana
pasivo,3.76,rara,,3,llana
pego,3.76,rara,,2,llana
pica,3.76,rara,,2,llana
pirámide,3.76,rara,,4,esdrujula
potosí,3.76,rara,,3,aguda
procesar,3.76,rara,verbo,3,aguda
prólogo,3.76,rara,,3,esdrujula
respetable,3.76,rara,,4,llana
rodaje,3.76,rara,,3,llana
román,3.76,rara,,2,aguda
rubro,3.76,rara,,2,llana
sacrificar,3.76,rara,verbo,4,aguda
sequía,3.76,rara,,3,llana
soja,3.76,rara,,2,llana
sostenido,3.76,rara,,4,llana
taxista,3.76,rara,,3,llana
veterano,3.76,rara,,4,llana
videojuego,3.76,rara,,5,llana
vip,3.76,rara,,1,aguda
virrey,3.76,rara,,2,aguda
zapato,3.76,rara,,3,llana
almohada,3.75,rara,,4,llana
alquilar,3.75,rara,verbo,3,aguda
altitud,3.75,rara,,3,aguda
alumnado,3.75,rara,,4,llana
ambulancia,3.75,rara,,4,llana
anal,3.75,rara,,2,aguda
arquero,3.75,rara,,3,llana
arruinar,3.75,rara,verbo,3,aguda
bigote,3.75,rara,,3,llana
biológico,3.75,rara,,4,esdrujula
cacao,3.75,rara,,3,llana
caldo,3.75,rara,,2,llana
calzado,3.75,rara,,3,llana
casilla,3.75,rara,,3,llana
casta,3.75,rara,,2,llana
ciclismo,3.75,rara,,3,llana
cogido,3.75,rara,,3,llana
competitivo,3.75,rara,,5,llana
condenar,3.75,rara,verbo,3,aguda
congregación,3.75,rara,,4,aguda
conmemoración,3.75,rara,,5,aguda
conteo,3.75,rara,,3,llana
corral,3.75,rara,,2,aguda
cónsul,3.75,rara,,2,llana
dieciocho,3.75,rara,,3,llana
disfraz,3.75,rara,,2,aguda
dí,3.75,rara,,1,aguda
ecosistema,3.75,rara,,5,llana
empeño,3.75,rara,,3,llana
emprendimiento,3.75,rara,,5,llana
estrada,3.75,rara,,3,llana
feroz,3.75,rara,,2,aguda
gaza,3.75,rara,,2,llana
generador,3.75,rara,,4,aguda
graduado,3.75,rara,,3,llana
granito,3.75,rara,,3,llana
hemisferio,3.75,rara,,4,llana
hoyo,3.75,rara,,2,llana
inca,3.75,rara,,2,llana
inestable,3.75,rara,,4,llana
informático,3.75,rara,,5,esdrujula
insuficiente,3.75,rara,,5,llana
irresponsable,3.75,rara,,5,llana
logística,3.75,rara,,4,esdrujula
manuela,3.75,rara,,3,llana
marfil,3.75,rara,,2,aguda
narrador,3.75,rara,,3,aguda
nómina,3.75,rara,,3,esdrujula
obrador,3.75,rara,,3,aguda
office,3.75,rara,,3,llana
orgánico,3.75,rara,,4,esdrujula
paradigma,3.75,rara,,4,llana
perrito,3.75,rara,,3,llana
peste,3.75,rara,,2,llana
piba,3.75,rara,,2,llana
pisa,3.75,rara,,2,llana
porquería,3.75,rara,,4,llana
premisa,3.75,rara,,3,llana
prieto,3.75,rara,,2,llana
racha,3.75,rara,,2,llana
realismo,3.75,rara,,4,llana
rentabilidad,3.75,rara,,5,aguda
rentable,3.75,rara,,3,llana
repartir,3.75,rara,verbo,3,aguda
resentimiento,3.75,rara,,5,llana
resultando,3.75,rara,,4,llana
retroceso,3.75,rara,,4,llana
rotación,3.75,rara,,3,aguda
solidario,3.75,rara,,4,llana
sport,3.75,rara,,1,aguda
televisor,3.75,rara,,4,aguda
trío,3.75,rara,,2,llana
vinculación,3.75,rara,,4,aguda
adhesión,3.74,rara,,3,aguda
adicto,3.74,rara,,3,llana
apetito,3.74,rara,,4,llana
apuntar,3.74,rara,verbo,3,aguda
arequipa,3.74,rara,,4,llana
asesoría,3.74,rara,,5,llana
asombroso,3.74,rara,,4,llana
atletismo,3.74,rara,,4,llana
bandeja,3.74,rara,,3,llana
business,3.74,rara,,3,llana
cabaña,3.74,rara,,3,llana
campesino,3.74,rara,,4,llana
capricho,3.74,rara,,3,llana
carencia,3.74,rara,,3,llana
carla,3.74,rara,,2,llana
cazar,3.74,rara,verbo,2,aguda
ceo,3.74,rara,,2,llana
chau,3.74,rara,,1,aguda
comprueba,3.74,rara,,3,llana
consorcio,3.74,rara,,3,llana
contreras,3.74,rara,,3,llana
cu,3.74,rara,,1,aguda
departamental,3.74,rara,,5,aguda
deportista,3.74,rara,,4,llana
ecológico,3.74,rara,,5,esdrujula
especialización,3.74,rara,,6,aguda
exactitud,3.74,rara,,4,aguda
facto,3.74,rara,,2,llana
faro,3.74,rara,,2,llana
feriado,3.74,rara,,3,llana
flexibilidad,3.74,rara,,5,aguda
fractura,3.74,rara,,3,llana
fundar,3.74,rara,verbo,2,aguda
guido,3.74,rara,,2,llana
indiferente,3.74,rara,,5,llana
inolvidable,3.74,rara,,5,llana
intercambiar,3.74,rara,verbo,4,aguda
lesbiana,3.74,rara,,3,llana
ligado,3.74,rara,,3,llana
loma,3.74,rara,,2,llana
monje,3.74,rara,,2,llana
monseñor,3.74,rara,,3,aguda
neto,3.74,rara,,2,llana
objetiva,3.74,rara,,4,llana
organizador,3.74,rara,,5,aguda
pampa,3.74,rara,,2,llana
pedagogía,3.74,rara,,5,llana
pertenencia,3.74,rara,,4,llana
plancha,3.74,rara,,2,llana
planteamiento,3.74,rara,,5,llana
plástica,3.74,rara,,3,esdrujula
posada,3.74,rara,,3,llana
recaudar,3.74,rara,verbo,3,aguda
reconciliación,3.74,rara,,5,aguda
recreo,3.74,rara,,3,llana
reportar,3.74,rara,verbo,3,aguda
réplica,3.74,rara,,3,esdrujula
santidad,3.74,rara,,3,aguda
senda,3.74,rara,,2,llana
sirio,3.74,rara,,2,llana
suplente,3.74,rara,,3,llana
temblor,3.74,rara,,2,aguda
transacción,3.74,rara,,3,aguda
venus,3.74,rara,,2,llana
vereda,3.74,rara,,3,llana
índole,3.74,rara,,3,esdrujula
íntimo,3.74,rara,,3,esdrujula
amateur,3.73,rara,,3,aguda
antología,3.73,rara,,5,llana
ara,3.73,rara,,2,llana
atardecer,3.73,rara,,4,aguda
avatar,3.73,rara,verbo,3,aguda
barón,3.73,rara,,2,aguda
canasta,3.73,rara,,3,llana
chaval,3.73,rara,,2,aguda
ciclista,3.73,rara,,3,llana
confuso,3.73,rara,,3,llana
dominación,3.73,rara,,4,aguda
drenaje,3.73,rara,,3,llana
efe,3.73,rara,,2,llana
elegancia,3.73,rara,,4,llana
escalada,3.73,rara,,4,llana
escolta,3.73,rara,,3,llana
escuadra,3.73,rara,,3,llana
estatura,3.73,rara,,4,llana
estímulo,3.73,rara,,4,esdrujula
eventual,3.73,rara,,3,aguda
festividad,3.73,rara,,4,aguda
fraternidad,3.73,rara,,4,aguda
grandioso,3.73,rara,,3,llana
heavy,3.73,rara,,3,aguda
heroína,3.73,rara,,4,llana
húngaro,3.73,rara,,3,esdrujula
incorrecto,3.73,rara,,4,llana
inmigrante,3.73,rara,,4,llana
inmortal,3.73,rara,,3,aguda
inquietud,3.73,rara,,3,aguda
interactuar,3.73,rara,verbo,4,aguda
jaula,3.73,rara,,2,llana
lozano,3.73,rara,,3,llana
luto,3.73,rara,,2,llana
masaje,3.73,rara,,3,llana
mezclar,3.73,rara,verbo,2,aguda
militancia,3.73,rara,,4,llana
navegador,3.73,rara,,4,aguda
nulo,3.73,rara,,2,llana
pala,3.73,rara,,2,llana
paliza,3.73,rara,,3,llana
percibir,3.73,rara,verbo,3,aguda
persa,3.73,rara,,2,llana
polar,3.73,rara,verbo,2,aguda
prefectura,3.73,rara,,4,llana
privatización,3.73,rara,,5,aguda
psiquiatra,3.73,rara,,3,llana
rana,3.73,rara,,2,llana
refuerzo,3.73,rara,,3,llana
rencor,3.73,rara,,2,aguda
representativo,3.73,rara,,6,llana
respiro,3.73,rara,,3,llana
retomar,3.73,rara,verbo,3,aguda
sembrar,3.73,rara,verbo,2,aguda
sucursal,3.73,rara,,3,aguda
sugerir,3.73,rara,verbo,3,aguda
síntoma,3.73,rara,,3,esdrujula
torpe,3.73,rara,,2,llana
valla,3.73,rara,,2,llana
yang,3.73,rara,,1,aguda
ambicioso,3.72,rara,,4,llana
anatomía,3.72,rara,,5,llana
anécdota,3.72,rara,,4,esdrujula
arbitraje,3.72,rara,,4,llana
biodiversidad,3.72,rara,,5,aguda
calcio,3.72,rara,,2,llana
callao,3.72,rara,,3,llana
cargador,3.72,rara,,3,aguda
cauca,3.72,rara,,2,llana
cazador,3.72,rara,,3,aguda
coincidir,3.72,rara,verbo,3,aguda
cometa,3.72,rara,,3,llana
concentrado,3.72,rara,,4,llana
cuervo,3.72,rara,,2,llana
desperdicio,3.72,rara,,4,llana
docencia,3.72,rara,,3,llana
doscientos,3.72,rara,,3,llana
décima,3.72,rara,,3,esdrujula
egipcio,3.72,rara,,3,llana
elenco,3.72,rara,,3,llana
empuje,3.72,rara,,3,llana
energético,3.72,rara,,5,esdrujula
erupción,3.72,rara,,3,aguda
espionaje,3.72,rara,,4,llana
estallar,3.72,rara,verbo,3,aguda
falto,3.72,rara,,2,llana
gerencia,3.72,rara,,3,llana
hito,3.72,rara,,2,llana
hábil,3.72,rara,,2,llana
invención,3.72,rara,,3,aguda
lapso,3.72,rara,,2,llana
lomo,3.72,rara,,2,llana
manifestar,3.72,rara,verbo,4,aguda
mediocre,3.72,rara,,3,llana
mural,3.72,rara,,2,aguda
nevada,3.72,rara,,3,llana
noticiero,3.72,rara,,4,llana
novelista,3.72,rara,,4,llana
nuca,3.72,rara,,2,llana
ordenanza,3.72,rara,,4,llana
panda,3.72,rara,,2,llana
panza,3.72,rara,,2,llana
parra,3.72,rara,,2,llana
picante,3.72,rara,,3,llana
plasma,3.72,rara,,2,llana
pornografía,3.72,rara,,5,llana
posicionamiento,3.72,rara,,6,llana
preservación,3.72,rara,,4,aguda
progresivo,3.72,rara,,4,llana
promocional,3.72,rara,,4,aguda
prudente,3.72,rara,,3,llana
pureza,3.72,rara,,3,llana
reportero,3.72,rara,,4,llana
retener,3.72,rara,verbo,3,aguda
sancho,3.72,rara,,2,llana
sao,3.72,rara,,2,llana
subterráneo,3.72,rara,,5,esdrujula
tacto,3.72,rara,,2,llana
tapar,3.72,rara,verbo,2,aguda
tarragona,3.72,rara,,4,llana
travesía,3.72,rara,,4,llana
vestimenta,3.72,rara,,4,llana
whisky,3.72,rara,,2,aguda
adivinar,3.71,rara,verbo,4,aguda
amplitud,3.71,rara,,3,aguda
aprovechamiento,3.71,rara,,6,llana
apto,3.71,rara,,2,llana
archipiélago,3.71,rara,,5,esdrujula
artesanal,3.71,rara,,4,aguda
burguesía,3.71,rara,,4,llana
campeche,3.71,rara,,3,llana
cantón,3.71,rara,,2,aguda
capo,3.71,rara,,2,llana
chiquito,3.71,rara,,3,llana
cohete,3.71,rara,,3,llana
conceder,3.71,rara,verbo,3,aguda
concilio,3.71,rara,,3,llana
confidencial,3.71,rara,,4,aguda
cotidiano,3.71,rara,,4,llana
cronología,3.71,rara,,5,llana
demandar,3.71,rara,verbo,3,aguda
designar,3.71,rara,verbo,3,aguda
detección,3.71,rara,,3,aguda
dieciséis,3.71,rara,,3,aguda
diploma,3.71,rara,,3,llana
discoteca,3.71,rara,,4,llana
ecología,3.71,rara,,5,llana
espiral,3.71,rara,,3,aguda
gray,3.71,rara,,1,aguda
guardián,3.71,rara,,2,aguda
hebreo,3.71,rara,,3,llana
hormigón,3.71,rara,,3,aguda
imitar,3.71,rara,verbo,3,aguda
imposibilidad,3.71,rara,,6,aguda
jerónimo,3.71,rara,,4,esdrujula
meditación,3.71,rara,,4,aguda
mejoramiento,3.71,rara,,5,llana
metáfora,3.71,rara,,4,esdrujula
metálico,3.71,rara,,4,esdrujula
monta,3.71,rara,,2,llana
muda,3.71,rara,,2,llana
musulmán,3.71,rara,,3,aguda
muñeco,3.71,rara,,3,llana
negligencia,3.71,rara,,4,llana
ordenación,3.71,rara,,4,aguda
paraguayo,3.71,rara,,4,llana
primordial,3.71,rara,,3,aguda
prosa,3.71,rara,,2,llana
recomendar,3.71,rara,verbo,4,aguda
recorte,3.71,rara,,3,llana
retroceder,3.71,rara,verbo,4,aguda
ro,3.71,rara,,1,aguda
rugby,3.71,rara,,2,aguda
siniestro,3.71,rara,,3,llana
sueco,3.71,rara,,2,llana
superación,3.71,rara,,4,aguda
surgimiento,3.71,rara,,4,llana
tina,3.71,rara,,2,llana
valdivia,3.71,rara,,3,llana
variante,3.71,rara,,3,llana
videoclip,3.71,rara,,4,aguda
vitoria,3.71,rara,,3,llana
amigable,3.7,rara,,4,llana
apasionado,3.7,rara,,5,llana
ardiente,3.7,rara,,3,llana
atrapar,3.7,rara,verbo,3,aguda
atrevido,3.7,rara,,4,llana
botín,3.7,rara,,2,aguda
buda,3.7,rara,,2,llana
calzada,3.7,rara,,3,llana
cigarrillo,3.7,rara,,4,llana
cineasta,3.7,rara,,4,llana
clínico,3.7,rara,,3,esdrujula
cojo,3.7,rara,,2,llana
colchón,3.7,rara,,2,aguda
colon,3.7,rara,,2,llana
consigna,3.7,rara,,3,llana
crianza,3.7,rara,,2,llana
degradación,3.7,rara,,4,aguda
desconocimiento,3.7,rara,,6,llana
desventaja,3.7,rara,,4,llana
dictamen,3.7,rara,,3,llana
diplomacia,3.7,rara,,4,llana
edificación,3.7,rara,,5,aguda
esplendor,3.7,rara,,3,aguda
esqueleto,3.7,rara,,4,llana
estero,3.7,rara,,3,llana
expensas,3.7,rara,,3,llana
firmeza,3.7,rara,,3,llana
franquismo,3.7,rara,,3,llana
garaje,3.7,rara,,3,llana
holocausto,3.7,rara,,4,llana
hábitat,3.7,rara,,3,esdrujula
imparcial,3.7,rara,,3,aguda
inaceptable,3.7,rara,,5,llana
internado,3.7,rara,,4,llana
interrumpir,3.7,rara,verbo,4,aguda
judas,3.7,rara,,2,llana
modernidad,3.7,rara,,4,aguda
modesto,3.7,rara,,3,llana
moralidad,3.7,rara,,4,aguda
máster,3.7,rara,verbo,2,llana
nacho,3.7,rara,,2,llana
neutralidad,3.7,rara,,4,aguda
novena,3.7,rara,,3,llana
noveno,3.7,rara,,3,llana
peinado,3.7,rara,,3,llana
predecir,3.7,rara,verbo,3,aguda
predio,3.7,rara,,2,llana
preferible,3.7,rara,,4,llana
providencia,3.7,rara,,4,llana
pío,3.7,rara,,2,llana
pólvora,3.7,rara,,3,esdrujula
quebrada,3.7,rara,,3,llana
quijote,3.7,rara,,3,llana
reposo,3.7,rara,,3,llana
resultante,3.7,rara,,4,llana
sensual,3.7,rara,,2,aguda
short,3.7,rara,,1,aguda
simpático,3.7,rara,,4,esdrujula
suroeste,3.7,rara,,4,llana
tenencia,3.7,rara,,3,llana
val,3.7,rara,,1,aguda
valenciano,3.7,rara,,4,llana
violador,3.7,rara,,3,aguda
zorro,3.7,rara,,2,llana
acierto,3.69,rara,,3,llana
agudo,3.69,rara,,3,llana
asedio,3.69,rara,,3,llana
asesoramiento,3.69,rara,,6,llana
avellaneda,3.69,rara,,5,llana
bobo,3.69,rara,,2,llana
brisa,3.69,rara,,2,llana
calentar,3.69,rara,verbo,3,aguda
calificar,3.69,rara,verbo,4,aguda
caricatura,3.69,rara,,5,llana
cesión,3.69,rara,,2,aguda
chapa,3.69,rara,,2,llana
charlar,3.69,rara,verbo,2,aguda
chimenea,3.69,rara,,4,llana
consciencia,3.69,rara,,3,llana
corrido,3.69,rara,,3,llana
culpabilidad,3.69,rara,,5,aguda
cumbia,3.69,rara,,2,llana
dureza,3.69,rara,,3,llana
eclipse,3.69,rara,,3,llana
franquista,3.69,rara,,3,llana
hincapié,3.69,rara,,3,aguda
intolerancia,3.69,rara,,5,llana
investidura,3.69,rara,,5,llana
lienzo,3.69,rara,,2,llana
macedonia,3.69,rara,,4,llana
mandíbula,3.69,rara,,4,esdrujula
manteca,3.69,rara,,3,llana
marxismo,3.69,rara,,3,llana
mensajero,3.69,rara,,4,llana
médula,3.69,rara,,3,esdrujula
originario,3.69,rara,,5,llana
pandemia,3.69,rara,,3,llana
pandilla,3.69,rara,,3,llana
perjudicial,3.69,rara,,4,aguda
pipa,3.69,rara,,2,llana
planear,3.69,rara,verbo,3,aguda
plebiscito,3.69,rara,,4,llana
profundizar,3.69,rara,verbo,4,aguda
radial,3.69,rara,,2,aguda
reality,3.69,rara,,4,aguda
regularidad,3.69,rara,,5,aguda
remonta,3.69,rara,,3,llana
resonancia,3.69,rara,,4,llana
rodar,3.69,rara,verbo,2,aguda
royal,3.69,rara,,2,aguda
sacramento,3.69,rara,,4,llana
sodio,3.69,rara,,2,llana
sustancial,3.69,rara,,3,aguda
tiranía,3.69,rara,,4,llana
tolerar,3.69,rara,verbo,3,aguda
transversal,3.69,rara,,3,aguda
tutor,3.69,rara,,2,aguda
vampiro,3.69,rara,,3,llana
vencedor,3.69,rara,,3,aguda
veracidad,3.69,rara,,4,aguda
absorción,3.68,rara,,3,aguda
acompañamiento,3.68,rara,,6,llana
adán,3.68,rara,,2,aguda
anticipación,3.68,rara,,5,aguda
apóstol,3.68,rara,,3,llana
arca,3.68,rara,,2,llana
arqueología,3.68,rara,,6,llana
arriesgar,3.68,rara,verbo,3,aguda
